Pressure, Turbidity, PH, Temperature, Salinity
2.5194,3.2226,0.0226,0.3968,0.9226,1110302,-8.4465
2.5387,3.2226,0.0226,0.4935,1.1710,1112031,-6.7858
2.5258,3.2194,0.0226,0.5323,1.2419,1113300,-5.1252
2.5194,3.2226,0.0226,0.5548,1.2613,1121111,-4.5716
2.5258,3.2226,0.0226,0.5645,1.2645,1122320,-5.6787
2.5226,3.2226,0.0194,0.5710,1.2645,1130131,-4.0181
2.5194,3.2226,0.0226,0.5806,1.2742,1132000,-6.7858
2.5065,3.2194,0.0226,0.5871,1.2710,1133211,-8.4465
2.5258,3.2226,0.0226,0.5968,1.2871,1201020,-7.3394
2.5290,3.2226,0.0226,0.6097,1.2774,1202231,-4.0181
2.5194,3.2226,0.0226,0.6258,1.2903,1210100,-6.7858
2.5290,3.2226,0.0194,0.6419,1.2903,1211311,-6.2323
2.5290,3.2226,0.0226,0.6548,1.2935,1213120,-2.3574
2.5258,3.2194,0.0226,0.6710,1.3000,1220331,-6.2323
2.5226,3.2226,0.0226,0.6774,1.3000,1222200,-6.7858
2.5323,3.2226,0.0226,0.6871,1.2968,1230011,-6.2323
2.5258,3.2226,0.0226,0.6935,1.2968,1231220,-4.0181
2.5290,3.2226,0.0226,0.7000,1.3032,1233031,-4.0181
2.5290,3.2226,0.0226,0.7065,1.3032,1300300,-5.1252
2.5323,3.2226,0.0194,0.7129,1.2968,1302111,-4.5716
2.5161,3.2194,0.0226,0.7194,1.3065,1303320,-4.0181
2.5097,3.2226,0.0226,0.7226,1.3065,1311131,-5.6787
2.5290,3.2226,0.0226,0.7323,1.3032,1313001,-6.7858
2.5355,3.2226,0.0226,0.7355,1.3065,1320211,-1.8039
2.5194,3.2226,0.0226,0.7419,1.3032,1322020,-6.2323
2.5355,3.2226,0.0226,0.7484,1.2968,1323231,-4.0181
2.5290,3.2226,0.0226,0.7516,1.3065,1331100,-5.6787
2.5161,3.2194,0.0226,0.7581,1.3032,1332311,-5.1252
2.5226,3.2226,0.0226,0.7613,1.3097,2000120,-5.6787
2.5161,3.2226,0.0258,0.7677,1.3032,2001331,-3.4645
2.5323,3.2226,0.0226,0.7710,1.3032,2003200,-5.1252
2.5194,3.2226,0.0226,0.7742,1.3097,2011011,-5.1252
2.5323,3.2226,0.0226,0.7774,1.3032,2012232,-6.2323
2.5355,3.2194,0.0226,0.7806,1.3097,2020031,-6.2323
2.5226,3.2194,0.0226,0.7871,1.3097,2021300,-5.1252
2.5290,3.2194,0.0226,0.7871,1.3097,2023111,-6.7858
2.5226,3.2194,0.0226,0.7935,1.3097,2030320,-6.7858
2.5290,3.2226,0.0226,0.8000,1.3097,2032131,-4.0181
2.5226,3.2226,0.0226,0.8000,1.3097,2100000,-4.0181
2.5258,3.2226,0.0226,0.8032,1.3097,2101211,-8.4465
2.5387,3.2226,0.0226,0.8065,1.3065,2103020,-5.6787
2.5323,3.2226,0.0226,0.8065,1.3032,2110231,-6.2323
2.5355,3.2226,0.0226,0.8097,1.3065,2112100,-4.0181
2.5129,3.2226,0.0226,0.8097,1.3032,2113311,-5.1252
