Pressure, Turbidity, PH, Temperature, Salinity
3.00,2.66,0.02,0.57,2.30,35363,-40.00
2.99,2.66,0.02,0.66,1.70,35438,-2.67
2.96,2.67,0.02,0.72,1.35,35537,-5.13
2.95,2.67,0.02,0.77,1.25,35638,-3.90
2.95,2.66,0.02,0.80,1.25,35737,-2.67
2.97,2.67,0.02,0.83,1.25,35838,1.03
2.97,2.67,0.02,0.85,1.25,35937,-0.20
2.97,2.67,0.02,0.87,1.25,36038,1.03
2.96,2.67,0.02,0.89,1.25,36137,-0.82
2.97,2.67,0.02,0.90,1.25,36238,0.42
2.98,2.67,0.02,0.91,1.25,36337,0.42
2.97,2.67,0.02,0.92,1.26,36438,-0.82
2.97,2.67,0.02,0.93,1.26,36537,-3.28
2.98,2.67,0.02,0.94,1.26,36638,-5.13
2.99,2.67,0.02,0.94,1.25,36737,-3.90
2.99,2.66,0.02,0.95,1.25,36838,-5.13
3.00,2.67,0.02,0.95,1.26,36937,-6.37
3.01,2.67,0.02,0.95,1.25,37038,-4.52
2.99,2.66,0.02,0.95,1.25,37137,-6.37
3.00,2.66,0.02,0.95,1.25,37238,-7.60
3.01,2.67,0.02,0.95,1.26,37337,-5.75
2.98,2.67,0.02,0.95,1.26,37438,-3.90
3.00,2.66,0.02,0.95,1.26,37539,-4.52
2.99,2.67,0.02,0.95,1.26,37638,-5.13
2.98,2.67,0.02,0.95,1.26,37737,-3.28
2.98,2.66,0.02,0.95,1.25,37838,-6.37
2.99,2.66,0.02,0.96,1.26,37937,-8.22
2.98,2.67,0.02,0.96,1.25,38038,-3.90
3.00,2.66,0.02,0.96,1.26,38137,-5.13
2.98,2.66,0.02,0.96,1.26,38238,-7.60
2.99,2.67,0.02,0.96,1.26,38337,-9.45
3.00,2.65,0.02,0.96,1.26,38438,-48.22
3.00,2.66,0.02,0.96,1.25,38543,-49.45
3.01,2.66,0.02,0.96,1.26,38638,-48.22
3.02,2.66,0.02,0.96,1.26,38737,-50.68
3.01,2.65,0.02,0.96,1.25,38838,-46.98
3.04,2.65,0.02,0.96,1.26,38937,-54.38
3.01,2.66,0.02,0.96,1.26,39038,-54.38
3.05,2.66,0.02,0.96,1.26,39137,-53.77
3.05,2.65,0.02,0.96,1.25,39238,-57.47
3.06,2.65,0.02,0.96,1.26,39337,-56.23
3.06,2.66,0.02,0.96,1.26,39438,-61.17
3.06,2.66,0.02,0.96,1.26,39537,-64.25
3.07,2.66,0.02,0.96,1.26,39638,-59.32
3.09,2.65,0.02,0.96,1.26,39737,-61.79
3.09,2.66,0.02,0.96,1.25,39838,-64.87
3.10,2.66,0.02,0.96,1.25,39937,-63.64
3.10,2.66,0.02,0.96,1.26,40038,-65.49
3.09,2.66,0.02,0.96,1.26,40137,-63.64
3.09,2.65,0.02,0.96,1.26,40238,-64.87
3.10,2.66,0.02,0.96,1.25,40337,-66.72
3.09,2.66,0.02,0.96,1.26,40438,-66.10
3.09,2.66,0.02,0.96,1.26,40537,-61.17
3.07,2.65,0.02,0.96,1.25,40638,-61.17
3.07,2.65,0.02,0.96,1.26,40737,-61.17
3.07,2.66,0.02,0.96,1.25,40838,-61.79
3.06,2.66,0.02,0.96,1.26,40937,-62.40
3.09,2.65,0.02,0.96,1.25,41038,-59.94
3.05,2.65,0.02,0.96,1.26,41137,-61.17
3.07,2.66,0.02,0.96,1.25,41238,-59.94
3.06,2.66,0.02,0.96,1.26,41337,-61.17
3.07,2.66,0.02,0.96,1.26,41438,-59.32
3.07,2.65,0.02,0.96,1.25,41537,-59.32
3.06,2.65,0.02,0.96,1.25,41642,-61.17
3.08,2.65,0.02,0.95,1.25,41743,-61.79
3.06,2.66,0.02,0.96,1.26,41838,-63.64
3.08,2.65,0.02,0.96,1.25,41937,-61.17
3.08,2.65,0.02,0.96,1.25,42038,-61.79
3.09,2.66,0.02,0.96,1.25,42137,-64.87
3.09,2.66,0.02,0.96,1.25,42238,-59.94
3.09,2.65,0.02,0.96,1.25,42337,-59.94
3.10,2.65,0.02,0.96,1.25,42438,-64.25
3.09,2.66,0.02,0.96,1.25,42537,-61.17
3.08,2.65,0.02,0.96,1.25,42638,-61.17
3.09,2.65,0.02,0.96,1.26,42737,-58.70
